"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","02336000",1999-07-22,1170,"A"
"USGS","02336000",1999-07-23,1080,"A"
"USGS","02336000",1999-07-24,1490,"A"
"USGS","02336000",1999-07-25,1430,"A"
"USGS","02336000",1999-07-26,1540,"A"
"USGS","02336000",1999-07-27,1240,"A"
"USGS","02336000",1999-07-28,1060,"A"
"USGS","02336000",1999-07-29,1070,"A"
"USGS","02336000",1999-07-30,1090,"A"
"USGS","02336000",1999-07-31,1060,"A"
"USGS","02336000",1999-08-01,1040,"A"
"USGS","02336000",1999-08-02,1030,"A"
"USGS","02336000",1999-08-03,1080,"A"
"USGS","02336000",1999-08-04,1050,"A"
"USGS","02336000",1999-08-05,1030,"A"
"USGS","02336000",1999-08-06,1040,"A"
"USGS","02336000",1999-08-07,1030,"A"
"USGS","02336000",1999-08-08,1070,"A"
"USGS","02336000",1999-08-09,1110,"A"
"USGS","02336000",1999-08-10,1070,"A"
"USGS","02336000",1999-08-11,1050,"A"
"USGS","02336000",1999-08-12,1040,"A"
"USGS","02336000",1999-08-13,1440,"A"
"USGS","02336000",1999-08-14,1360,"A"
"USGS","02336000",1999-08-15,1290,"A"
"USGS","02336000",1999-08-16,1060,"A"
"USGS","02336000",1999-08-17,1150,"A"
"USGS","02336000",1999-08-18,1250,"A"
"USGS","02336000",1999-08-19,1130,"A"
"USGS","02336000",1999-08-20,1480,"A"
"USGS","02336000",1999-08-21,1180,"A"
"USGS","02336000",1999-08-22,1100,"A"
"USGS","02336000",1999-08-23,1150,"A"
"USGS","02336000",1999-08-24,2180,"A"
"USGS","02336000",1999-08-25,1800,"A"
"USGS","02336000",1999-08-26,1540,"A"
"USGS","02336000",1999-08-27,1570,"A"
"USGS","02336000",1999-08-28,1280,"A"
"USGS","02336000",1999-08-29,1350,"A"
"USGS","02336000",1999-08-30,1250,"A"
"USGS","02336000",1999-08-31,1120,"A"
"USGS","02336000",1999-09-01,1160,"A"
"USGS","02336000",1999-09-02,1230,"A"
"USGS","02336000",1999-09-03,1270,"A"
"USGS","02336000",1999-09-04,1330,"A"
"USGS","02336000",1999-09-05,1060,"A"
"USGS","02336000",1999-09-06,1190,"A"
"USGS","02336000",1999-09-07,1430,"A"
"USGS","02336000",1999-09-08,1600,"A"
"USGS","02336000",1999-09-09,1810,"A"
"USGS","02336000",1999-09-10,1970,"A"
"USGS","02336000",1999-09-11,1350,"A"
"USGS","02336000",1999-09-12,1080,"A"
"USGS","02336000",1999-09-13,1590,"A"
"USGS","02336000",1999-09-14,1500,"A"
"USGS","02336000",1999-09-15,1570,"A"
"USGS","02336000",1999-09-16,1310,"A"
"USGS","02336000",1999-09-17,1140,"A"
"USGS","02336000",1999-09-18,1150,"A"
"USGS","02336000",1999-09-19,1050,"A"
"USGS","02336000",1999-09-20,1090,"A"
"USGS","02336000",1999-09-21,1270,"A"
"USGS","02336000",1999-09-22,1670,"A"
"USGS","02336000",1999-09-23,1650,"A"
"USGS","02336000",1999-09-24,1310,"A"
"USGS","02336000",1999-09-25,1140,"A"
"USGS","02336000",1999-09-26,1090,"A"
"USGS","02336000",1999-09-27,1330,"A"
"USGS","02336000",1999-09-28,1830,"A"
"USGS","02336000",1999-09-29,1720,"A"
"USGS","02336000",1999-09-30,1590,"A"
"USGS","02336000",1999-10-01,1530,"A"
"USGS","02336000",1999-10-02,1380,"A"
"USGS","02336000",1999-10-03,1210,"A"
"USGS","02336000",1999-10-04,1170,"A"
"USGS","02336000",1999-10-05,2360,"A"
"USGS","02336000",1999-10-06,1340,"A"
"USGS","02336000",1999-10-07,1230,"A"
"USGS","02336000",1999-10-08,1140,"A"
"USGS","02336000",1999-10-09,1100,"A"
"USGS","02336000",1999-10-10,2290,"A"
"USGS","02336000",1999-10-11,2550,"A"
"USGS","02336000",1999-10-12,1250,"A"
"USGS","02336000",1999-10-13,1520,"A"
"USGS","02336000",1999-10-14,2030,"A"
"USGS","02336000",1999-10-15,1150,"A"
"USGS","02336000",1999-10-16,1140,"A"
"USGS","02336000",1999-10-17,1100,"A"
"USGS","02336000",1999-10-18,1120,"A"
"USGS","02336000",1999-10-19,1150,"A"
"USGS","02336000",1999-10-20,1350,"A"
"USGS","02336000",1999-10-21,1130,"A"
"USGS","02336000",1999-10-22,1170,"A"
"USGS","02336000",1999-10-23,1240,"A"
"USGS","02336000",1999-10-24,1080,"A"
"USGS","02336000",1999-10-25,1050,"A"
"USGS","02336000",1999-10-26,1050,"A"
"USGS","02336000",1999-10-27,1250,"A"
"USGS","02336000",1999-10-28,1080,"A"
"USGS","02336000",1999-10-29,1060,"A"
"USGS","02336000",1999-10-30,1040,"A"
"USGS","02336000",1999-10-31,1030,"A"
"USGS","02336000",1999-11-01,1020,"A"
"USGS","02336000",1999-11-02,3800,"A"
"USGS","02336000",1999-11-03,1520,"A"
"USGS","02336000",1999-11-04,1130,"A"
"USGS","02336000",1999-11-05,1040,"A"
"USGS","02336000",1999-11-06,1040,"A"
"USGS","02336000",1999-11-07,1060,"A"
"USGS","02336000",1999-11-08,1030,"A"
"USGS","02336000",1999-11-09,1030,"A"
"USGS","02336000",1999-11-10,1200,"A"
"USGS","02336000",1999-11-11,1060,"A"
"USGS","02336000",1999-11-12,1060,"A"
"USGS","02336000",1999-11-13,1080,"A"
"USGS","02336000",1999-11-14,1010,"A"
"USGS","02336000",1999-11-15,969,"A"
"USGS","02336000",1999-11-16,971,"A"
"USGS","02336000",1999-11-17,1220,"A"
"USGS","02336000",1999-11-18,1310,"A"
"USGS","02336000",1999-11-19,1110,"A"
"USGS","02336000",1999-11-20,981,"A"
"USGS","02336000",1999-11-21,963,"A"
"USGS","02336000",1999-11-22,953,"A"
"USGS","02336000",1999-11-23,1270,"A"
"USGS","02336000",1999-11-24,1050,"A"
"USGS","02336000",1999-11-25,2130,"A"
"USGS","02336000",1999-11-26,3060,"A"
"USGS","02336000",1999-11-27,1760,"A"
"USGS","02336000",1999-11-28,1140,"A"
"USGS","02336000",1999-11-29,1070,"A"
"USGS","02336000",1999-11-30,1040,"A"
"USGS","02336000",1999-12-01,1040,"A"
"USGS","02336000",1999-12-02,1100,"A"
"USGS","02336000",1999-12-03,1120,"A"
"USGS","02336000",1999-12-04,1010,"A"
"USGS","02336000",1999-12-05,1050,"A"
"USGS","02336000",1999-12-06,1260,"A"
"USGS","02336000",1999-12-07,1280,"A"
"USGS","02336000",1999-12-08,1450,"A"
"USGS","02336000",1999-12-09,1230,"A"
"USGS","02336000",1999-12-10,1190,"A"
"USGS","02336000",1999-12-11,1090,"A"
"USGS","02336000",1999-12-12,998,"A"
"USGS","02336000",1999-12-13,1410,"A"
"USGS","02336000",1999-12-14,1790,"A"
"USGS","02336000",1999-12-15,1940,"A"
"USGS","02336000",1999-12-16,1200,"A"
"USGS","02336000",1999-12-17,1210,"A"
"USGS","02336000",1999-12-18,1110,"A"
"USGS","02336000",1999-12-19,1030,"A"
"USGS","02336000",1999-12-20,1200,"A"
"USGS","02336000",1999-12-21,1360,"A"
"USGS","02336000",1999-12-22,1670,"A"
"USGS","02336000",1999-12-23,1240,"A"
"USGS","02336000",1999-12-24,1050,"A"
"USGS","02336000",1999-12-25,999,"A"
"USGS","02336000",1999-12-26,1010,"A"
"USGS","02336000",1999-12-27,1010,"A"
"USGS","02336000",1999-12-28,1080,"A"
"USGS","02336000",1999-12-29,1100,"A"
"USGS","02336000",1999-12-30,1000,"A"
"USGS","02336000",1999-12-31,1040,"A"
"USGS","02336000",2000-01-01,1020,"A"
"USGS","02336000",2000-01-02,1020,"A"
"USGS","02336000",2000-01-03,1010,"A"
"USGS","02336000",2000-01-04,1250,"A"
"USGS","02336000",2000-01-05,1410,"A"
"USGS","02336000",2000-01-06,1280,"A"
"USGS","02336000",2000-01-07,1030,"A"
"USGS","02336000",2000-01-08,962,"A"
"USGS","02336000",2000-01-09,1070,"A"
"USGS","02336000",2000-01-10,3340,"A"
"USGS","02336000",2000-01-11,2040,"A"
"USGS","02336000",2000-01-12,1250,"A"
"USGS","02336000",2000-01-13,1220,"A"
"USGS","02336000",2000-01-14,1290,"A"
"USGS","02336000",2000-01-15,1070,"A"
"USGS","02336000",2000-01-16,1010,"A"
"USGS","02336000",2000-01-17,1020,"A"
"USGS","02336000",2000-01-18,1070,"A"
"USGS","02336000",2000-01-19,1300,"A"
"USGS","02336000",2000-01-20,1300,"A"
"USGS","02336000",2000-01-21,1140,"A"
"USGS","02336000",2000-01-22,1080,"A"
"USGS","02336000",2000-01-23,1930,"A"
"USGS","02336000",2000-01-24,1870,"A"
"USGS","02336000",2000-01-25,1330,"A"
"USGS","02336000",2000-01-26,1190,"A"
"USGS","02336000",2000-01-27,1090,"A"
"USGS","02336000",2000-01-28,1100,"A"
"USGS","02336000",2000-01-29,1170,"A"
"USGS","02336000",2000-01-30,1220,"A"
"USGS","02336000",2000-01-31,1260,"A"
"USGS","02336000",2000-02-01,1100,"A"
"USGS","02336000",2000-02-02,1240,"A"
"USGS","02336000",2000-02-03,1350,"A"
"USGS","02336000",2000-02-04,1070,"A"
"USGS","02336000",2000-02-05,1070,"A"
"USGS","02336000",2000-02-06,1100,"A"
"USGS","02336000",2000-02-07,1080,"A"
"USGS","02336000",2000-02-08,1080,"A"
"USGS","02336000",2000-02-09,1060,"A"
"USGS","02336000",2000-02-10,1070,"A"
"USGS","02336000",2000-02-11,1080,"A"
"USGS","02336000",2000-02-12,1060,"A"
"USGS","02336000",2000-02-13,1050,"A"
"USGS","02336000",2000-02-14,3750,"A"
"USGS","02336000",2000-02-15,2080,"A"
"USGS","02336000",2000-02-16,1120,"A"
"USGS","02336000",2000-02-17,1090,"A"
"USGS","02336000",2000-02-18,1080,"A"
"USGS","02336000",2000-02-19,1080,"A"
"USGS","02336000",2000-02-20,1070,"A"
"USGS","02336000",2000-02-21,1090,"A"
"USGS","02336000",2000-02-22,1160,"A"
"USGS","02336000",2000-02-23,1090,"A"
"USGS","02336000",2000-02-24,1060,"A"
"USGS","02336000",2000-02-25,1050,"A"
"USGS","02336000",2000-02-26,1050,"A"
"USGS","02336000",2000-02-27,1130,"A"
"USGS","02336000",2000-02-28,1080,"A"
"USGS","02336000",2000-02-29,1060,"A"
"USGS","02336000",2000-03-01,1050,"A"
"USGS","02336000",2000-03-02,1040,"A"
"USGS","02336000",2000-03-03,1060,"A"
"USGS","02336000",2000-03-04,1350,"A"
"USGS","02336000",2000-03-05,1110,"A"
"USGS","02336000",2000-03-06,1040,"A"
"USGS","02336000",2000-03-07,1040,"A"
"USGS","02336000",2000-03-08,1040,"A"
"USGS","02336000",2000-03-09,1070,"A"
"USGS","02336000",2000-03-10,1030,"A"
"USGS","02336000",2000-03-11,1120,"A"
"USGS","02336000",2000-03-12,1080,"A"
"USGS","02336000",2000-03-13,1070,"A"
"USGS","02336000",2000-03-14,1220,"A"
"USGS","02336000",2000-03-15,1120,"A"
"USGS","02336000",2000-03-16,1940,"A"
"USGS","02336000",2000-03-17,2340,"A"
"USGS","02336000",2000-03-18,1500,"A"
"USGS","02336000",2000-03-19,1110,"A"
"USGS","02336000",2000-03-20,6140,"A"
"USGS","02336000",2000-03-21,2980,"A"
"USGS","02336000",2000-03-22,1530,"A"
"USGS","02336000",2000-03-23,1200,"A"
"USGS","02336000",2000-03-24,1170,"A"
"USGS","02336000",2000-03-25,997,"A"
"USGS","02336000",2000-03-26,979,"A"
"USGS","02336000",2000-03-27,1050,"A"
"USGS","02336000",2000-03-28,1030,"A"
"USGS","02336000",2000-03-29,997,"A"
"USGS","02336000",2000-03-30,1020,"A"
"USGS","02336000",2000-03-31,980,"A"
"USGS","02336000",2000-04-01,1260,"A"
"USGS","02336000",2000-04-02,3470,"A"
"USGS","02336000",2000-04-03,4220,"A"
"USGS","02336000",2000-04-04,3330,"A"
"USGS","02336000",2000-04-05,1860,"A"
"USGS","02336000",2000-04-06,1360,"A"
"USGS","02336000",2000-04-07,1180,"A"
"USGS","02336000",2000-04-08,1130,"A"
"USGS","02336000",2000-04-09,1000,"A"
"USGS","02336000",2000-04-10,996,"A"
"USGS","02336000",2000-04-11,963,"A"
"USGS","02336000",2000-04-12,961,"A"
"USGS","02336000",2000-04-13,956,"A"
"USGS","02336000",2000-04-14,989,"A"
"USGS","02336000",2000-04-15,963,"A"
"USGS","02336000",2000-04-16,955,"A"
"USGS","02336000",2000-04-17,950,"A"
"USGS","02336000",2000-04-18,935,"A"
"USGS","02336000",2000-04-19,961,"A"
"USGS","02336000",2000-04-20,1490,"A"
"USGS","02336000",2000-04-21,1080,"A"
"USGS","02336000",2000-04-22,977,"A"
"USGS","02336000",2000-04-23,933,"A"
"USGS","02336000",2000-04-24,1090,"A"
"USGS","02336000",2000-04-25,1100,"A"
"USGS","02336000",2000-04-26,1020,"A"
"USGS","02336000",2000-04-27,980,"A"
"USGS","02336000",2000-04-28,983,"A"
"USGS","02336000",2000-04-29,978,"A"
"USGS","02336000",2000-04-30,932,"A"
"USGS","02336000",2000-05-01,934,"A"
"USGS","02336000",2000-05-02,948,"A"
"USGS","02336000",2000-05-03,915,"A"
"USGS","02336000",2000-05-04,1190,"A"
"USGS","02336000",2000-05-05,1190,"A"
"USGS","02336000",2000-05-06,877,"A"
"USGS","02336000",2000-05-07,854,"A"
"USGS","02336000",2000-05-08,862,"A"
"USGS","02336000",2000-05-09,858,"A"
"USGS","02336000",2000-05-10,868,"A"
"USGS","02336000",2000-05-11,881,"A"
"USGS","02336000",2000-05-12,922,"A"
"USGS","02336000",2000-05-13,876,"A"
"USGS","02336000",2000-05-14,866,"A"
"USGS","02336000",2000-05-15,873,"A"
"USGS","02336000",2000-05-16,854,"A"
"USGS","02336000",2000-05-17,877,"A"
"USGS","02336000",2000-05-18,1060,"A"
"USGS","02336000",2000-05-19,988,"A"
"USGS","02336000",2000-05-20,912,"A"
"USGS","02336000",2000-05-21,925,"A"
"USGS","02336000",2000-05-22,1470,"A"
"USGS","02336000",2000-05-23,1300,"A"
"USGS","02336000",2000-05-24,1160,"A"
"USGS","02336000",2000-05-25,989,"A"
"USGS","02336000",2000-05-26,1160,"A"
"USGS","02336000",2000-05-27,1260,"A"
"USGS","02336000",2000-05-28,1250,"A"
"USGS","02336000",2000-05-29,1130,"A"
"USGS","02336000",2000-05-30,1270,"A"
"USGS","02336000",2000-05-31,1230,"A"
"USGS","02336000",2000-06-01,1540,"A"
"USGS","02336000",2000-06-02,1130,"A"
"USGS","02336000",2000-06-03,1130,"A"
"USGS","02336000",2000-06-04,1110,"A"
"USGS","02336000",2000-06-05,1100,"A"
"USGS","02336000",2000-06-06,1550,"A"
"USGS","02336000",2000-06-07,1520,"A"
"USGS","02336000",2000-06-08,1600,"A"
"USGS","02336000",2000-06-09,1800,"A"
"USGS","02336000",2000-06-10,1770,"A"
"USGS","02336000",2000-06-11,1040,"A"
"USGS","02336000",2000-06-12,1180,"A"
"USGS","02336000",2000-06-13,1820,"A"
"USGS","02336000",2000-06-14,2360,"A"
"USGS","02336000",2000-06-15,2520,"A"
"USGS","02336000",2000-06-16,2450,"A"
"USGS","02336000",2000-06-17,2180,"A"
"USGS","02336000",2000-06-18,1120,"A"
"USGS","02336000",2000-06-19,1620,"A"
"USGS","02336000",2000-06-20,2440,"A"
"USGS","02336000",2000-06-21,2560,"A"
"USGS","02336000",2000-06-22,2420,"A"
"USGS","02336000",2000-06-23,2310,"A"
"USGS","02336000",2000-06-24,2020,"A"
"USGS","02336000",2000-06-25,1320,"A"
"USGS","02336000",2000-06-26,1730,"A"
"USGS","02336000",2000-06-27,2880,"A"
"USGS","02336000",2000-06-28,1930,"A"
"USGS","02336000",2000-06-29,2730,"A"
"USGS","02336000",2000-06-30,2540,"A"
"USGS","02336000",2000-07-01,2270,"A"
"USGS","02336000",2000-07-02,1080,"A"
"USGS","02336000",2000-07-03,1230,"A"
"USGS","02336000",2000-07-04,1680,"A"
"USGS","02336000",2000-07-05,2050,"A"
"USGS","02336000",2000-07-06,1650,"A"
"USGS","02336000",2000-07-07,2250,"A"
"USGS","02336000",2000-07-08,1200,"A"
"USGS","02336000",2000-07-09,997,"A"
"USGS","02336000",2000-07-10,1080,"A"
"USGS","02336000",2000-07-11,2010,"A"
"USGS","02336000",2000-07-12,2660,"A"
"USGS","02336000",2000-07-13,2490,"A"
"USGS","02336000",2000-07-14,2460,"A"
"USGS","02336000",2000-07-15,1460,"A"
"USGS","02336000",2000-07-16,1030,"A"
"USGS","02336000",2000-07-17,1490,"A"
"USGS","02336000",2000-07-18,2200,"A"
"USGS","02336000",2000-07-19,2160,"A"
"USGS","02336000",2000-07-20,2040,"A"
"USGS","02336000",2000-07-21,1890,"A"
"USGS","02336000",2000-07-22,2130,"A"
"USGS","02336000",2000-07-23,1280,"A"
"USGS","02336000",2000-07-24,1580,"A"
"USGS","02336000",2000-07-25,2560,"A"
"USGS","02336000",2000-07-26,2410,"A"
"USGS","02336000",2000-07-27,1940,"A"
"USGS","02336000",2000-07-28,1960,"A"
"USGS","02336000",2000-07-29,2020,"A"
"USGS","02336000",2000-07-30,1120,"A"
"USGS","02336000",2000-07-31,2250,"A"
"USGS","02336000",2000-08-01,4050,"A"
"USGS","02336000",2000-08-02,3220,"A"
"USGS","02336000",2000-08-03,2230,"A"
"USGS","02336000",2000-08-04,1990,"A"
"USGS","02336000",2000-08-05,1950,"A"
"USGS","02336000",2000-08-06,1050,"A"
"USGS","02336000",2000-08-07,1270,"A"
"USGS","02336000",2000-08-08,1880,"A"
"USGS","02336000",2000-08-09,2100,"A"
"USGS","02336000",2000-08-10,1900,"A"
"USGS","02336000",2000-08-11,2020,"A"
"USGS","02336000",2000-08-12,1560,"A"
"USGS","02336000",2000-08-13,985,"A"
"USGS","02336000",2000-08-14,1370,"A"
"USGS","02336000",2000-08-15,2110,"A"
"USGS","02336000",2000-08-16,1950,"A"
"USGS","02336000",2000-08-17,2020,"A"
"USGS","02336000",2000-08-18,2770,"A"
"USGS","02336000",2000-08-19,2020,"A"
"USGS","02336000",2000-08-20,1350,"A"
"USGS","02336000",2000-08-21,1730,"A"
"USGS","02336000",2000-08-22,2460,"A"
"USGS","02336000",2000-08-23,1810,"A"
"USGS","02336000",2000-08-24,2320,"A"
"USGS","02336000",2000-08-25,2680,"A"
"USGS","02336000",2000-08-26,2140,"A"
"USGS","02336000",2000-08-27,1760,"A"
"USGS","02336000",2000-08-28,1960,"A"
"USGS","02336000",2000-08-29,2830,"A"
"USGS","02336000",2000-08-30,2680,"A"
"USGS","02336000",2000-08-31,4070,"A"
"USGS","02336000",2000-09-01,9410,"A"
"USGS","02336000",2000-09-02,2300,"A"
"USGS","02336000",2000-09-03,1390,"A"
"USGS","02336000",2000-09-04,1340,"A"
"USGS","02336000",2000-09-05,1630,"A"
"USGS","02336000",2000-09-06,1950,"A"
"USGS","02336000",2000-09-07,1350,"A"
"USGS","02336000",2000-09-08,1430,"A"
"USGS","02336000",2000-09-09,1080,"A"
"USGS","02336000",2000-09-10,1040,"A"
"USGS","02336000",2000-09-11,1060,"A"
"USGS","02336000",2000-09-12,1390,"A"
"USGS","02336000",2000-09-13,1500,"A"
"USGS","02336000",2000-09-14,1270,"A"
"USGS","02336000",2000-09-15,1600,"A"
"USGS","02336000",2000-09-16,1250,"A"
"USGS","02336000",2000-09-17,1180,"A"
"USGS","02336000",2000-09-18,996,"A"
"USGS","02336000",2000-09-19,971,"A"
"USGS","02336000",2000-09-20,1110,"A"
"USGS","02336000",2000-09-21,6610,"A"
"USGS","02336000",2000-09-22,4880,"A"
"USGS","02336000",2000-09-23,3110,"A"
"USGS","02336000",2000-09-24,1620,"A"
"USGS","02336000",2000-09-25,1880,"A"
"USGS","02336000",2000-09-26,2020,"A"
"USGS","02336000",2000-09-27,1320,"A"
"USGS","02336000",2000-09-28,1260,"A"
"USGS","02336000",2000-09-29,1330,"A"
"USGS","02336000",2000-09-30,1110,"A"
"USGS","02336000",2000-10-01,1100,"A"
"USGS","02336000",2000-10-02,1250,"A"
"USGS","02336000",2000-10-03,1310,"A"
"USGS","02336000",2000-10-04,1220,"A"
"USGS","02336000",2000-10-05,1290,"A"
"USGS","02336000",2000-10-06,1630,"A"
"USGS","02336000",2000-10-07,1040,"A"
"USGS","02336000",2000-10-08,1130,"A"
"USGS","02336000",2000-10-09,1060,"A"
"USGS","02336000",2000-10-10,1200,"A"
"USGS","02336000",2000-10-11,1550,"A"
"USGS","02336000",2000-10-12,2010,"A"
"USGS","02336000",2000-10-13,1430,"A"
"USGS","02336000",2000-10-14,1230,"A"
"USGS","02336000",2000-10-15,946,"A"
"USGS","02336000",2000-10-16,1090,"A"
"USGS","02336000",2000-10-17,1470,"A"
"USGS","02336000",2000-10-18,1150,"A"
"USGS","02336000",2000-10-19,1210,"A"
"USGS","02336000",2000-10-20,1280,"A"
"USGS","02336000",2000-10-21,1320,"A"
"USGS","02336000",2000-10-22,1090,"A"
"USGS","02336000",2000-10-23,1220,"A"
"USGS","02336000",2000-10-24,1430,"A"
"USGS","02336000",2000-10-25,1000,"A"
"USGS","02336000",2000-10-26,971,"A"
"USGS","02336000",2000-10-27,1260,"A"
"USGS","02336000",2000-10-28,1260,"A"
"USGS","02336000",2000-10-29,1020,"A"
"USGS","02336000",2000-10-30,1010,"A"
"USGS","02336000",2000-10-31,1040,"A"
"USGS","02336000",2000-11-01,1260,"A"
"USGS","02336000",2000-11-02,1150,"A"
"USGS","02336000",2000-11-03,1140,"A"
"USGS","02336000",2000-11-04,1060,"A"
"USGS","02336000",2000-11-05,1070,"A"
"USGS","02336000",2000-11-06,1060,"A"
"USGS","02336000",2000-11-07,1290,"A"
"USGS","02336000",2000-11-08,1430,"A"
"USGS","02336000",2000-11-09,4820,"A"
"USGS","02336000",2000-11-10,2580,"A"
"USGS","02336000",2000-11-11,1470,"A"
"USGS","02336000",2000-11-12,1080,"A"
"USGS","02336000",2000-11-13,1130,"A"
"USGS","02336000",2000-11-14,1210,"A"
"USGS","02336000",2000-11-15,1220,"A"
"USGS","02336000",2000-11-16,1340,"A"
"USGS","02336000",2000-11-17,1240,"A"
"USGS","02336000",2000-11-18,1310,"A"
"USGS","02336000",2000-11-19,1540,"A"
"USGS","02336000",2000-11-20,1830,"A"
"USGS","02336000",2000-11-21,1510,"A"
"USGS","02336000",2000-11-22,1410,"A"
"USGS","02336000",2000-11-23,1370,"A"
"USGS","02336000",2000-11-24,1120,"A"
"USGS","02336000",2000-11-25,2210,"A"
"USGS","02336000",2000-11-26,1540,"A"
"USGS","02336000",2000-11-27,1210,"A"
"USGS","02336000",2000-11-28,1510,"A"
"USGS","02336000",2000-11-29,1480,"A"
"USGS","02336000",2000-11-30,1410,"A"
"USGS","02336000",2000-12-01,1070,"A"
"USGS","02336000",2000-12-02,1220,"A"
"USGS","02336000",2000-12-03,1110,"A"
"USGS","02336000",2000-12-04,1090,"A"
"USGS","02336000",2000-12-05,1410,"A"
"USGS","02336000",2000-12-06,1620,"A"
"USGS","02336000",2000-12-07,1510,"A"
"USGS","02336000",2000-12-08,1220,"A"
"USGS","02336000",2000-12-09,1180,"A"
"USGS","02336000",2000-12-10,1150,"A"
"USGS","02336000",2000-12-11,1110,"A"
"USGS","02336000",2000-12-12,1170,"A"
"USGS","02336000",2000-12-13,1250,"A"
"USGS","02336000",2000-12-14,1610,"A"
"USGS","02336000",2000-12-15,1500,"A"
"USGS","02336000",2000-12-16,1940,"A"
"USGS","02336000",2000-12-17,2220,"A"
"USGS","02336000",2000-12-18,1460,"A"
"USGS","02336000",2000-12-19,1540,"A"
"USGS","02336000",2000-12-20,1290,"A"
"USGS","02336000",2000-12-21,1110,"A"
"USGS","02336000",2000-12-22,1130,"A"
"USGS","02336000",2000-12-23,1330,"A"
"USGS","02336000",2000-12-24,1170,"A"
"USGS","02336000",2000-12-25,1050,"A"
"USGS","02336000",2000-12-26,1260,"A"
"USGS","02336000",2000-12-27,1310,"A"
"USGS","02336000",2000-12-28,1270,"A"
"USGS","02336000",2000-12-29,1340,"A"
"USGS","02336000",2000-12-30,1160,"A"
"USGS","02336000",2000-12-31,1100,"A"
"USGS","02336000",2001-01-01,1090,"A"
"USGS","02336000",2001-01-02,1090,"A"
"USGS","02336000",2001-01-03,1440,"A"
"USGS","02336000",2001-01-04,1170,"A"
"USGS","02336000",2001-01-05,1110,"A"
"USGS","02336000",2001-01-06,1100,"A"
"USGS","02336000",2001-01-07,1090,"A"
"USGS","02336000",2001-01-08,1490,"A"
"USGS","02336000",2001-01-09,1670,"A"
"USGS","02336000",2001-01-10,1340,"A"
"USGS","02336000",2001-01-11,1170,"A"
"USGS","02336000",2001-01-12,1290,"A"
"USGS","02336000",2001-01-13,1210,"A"
"USGS","02336000",2001-01-14,1180,"A"
"USGS","02336000",2001-01-15,1190,"A"
"USGS","02336000",2001-01-16,1130,"A"
"USGS","02336000",2001-01-17,1170,"A"
"USGS","02336000",2001-01-18,1440,"A"
"USGS","02336000",2001-01-19,4250,"A"
"USGS","02336000",2001-01-20,3930,"A"
"USGS","02336000",2001-01-21,2190,"A"
"USGS","02336000",2001-01-22,1370,"A"
"USGS","02336000",2001-01-23,1280,"A"
"USGS","02336000",2001-01-24,1390,"A"
"USGS","02336000",2001-01-25,1140,"A"
"USGS","02336000",2001-01-26,1110,"A"
"USGS","02336000",2001-01-27,1090,"A"
"USGS","02336000",2001-01-28,1080,"A"
"USGS","02336000",2001-01-29,1090,"A"
"USGS","02336000",2001-01-30,1740,"A"
"USGS","02336000",2001-01-31,1600,"A"
"USGS","02336000",2001-02-01,1180,"A"
"USGS","02336000",2001-02-02,1110,"A"
"USGS","02336000",2001-02-03,1100,"A"
"USGS","02336000",2001-02-04,1090,"A"
"USGS","02336000",2001-02-05,1180,"A"
"USGS","02336000",2001-02-06,1240,"A"
"USGS","02336000",2001-02-07,1070,"A"
"USGS","02336000",2001-02-08,1110,"A"
"USGS","02336000",2001-02-09,1180,"A"
"USGS","02336000",2001-02-10,1230,"A"
"USGS","02336000",2001-02-11,1080,"A"
"USGS","02336000",2001-02-12,1130,"A"
"USGS","02336000",2001-02-13,1320,"A"
"USGS","02336000",2001-02-14,1140,"A"
"USGS","02336000",2001-02-15,1130,"A"
"USGS","02336000",2001-02-16,1270,"A"
"USGS","02336000",2001-02-17,2340,"A"
"USGS","02336000",2001-02-18,1380,"A"
"USGS","02336000",2001-02-19,1110,"A"
"USGS","02336000",2001-02-20,1090,"A"
"USGS","02336000",2001-02-21,1100,"A"
"USGS","02336000",2001-02-22,3840,"A"
"USGS","02336000",2001-02-23,2460,"A"
"USGS","02336000",2001-02-24,1290,"A"
"USGS","02336000",2001-02-25,1640,"A"
"USGS","02336000",2001-02-26,2100,"A"
"USGS","02336000",2001-02-27,1300,"A"
"USGS","02336000",2001-02-28,1150,"A"
"USGS","02336000",2001-03-01,1120,"A"
"USGS","02336000",2001-03-02,1140,"A"
"USGS","02336000",2001-03-03,1390,"A"
"USGS","02336000",2001-03-04,3300,"A"
"USGS","02336000",2001-03-05,1800,"A"
"USGS","02336000",2001-03-06,1200,"A"
"USGS","02336000",2001-03-07,1150,"A"
"USGS","02336000",2001-03-08,1130,"A"
"USGS","02336000",2001-03-09,1120,"A"
"USGS","02336000",2001-03-10,1100,"A"
"USGS","02336000",2001-03-11,1100,"A"
"USGS","02336000",2001-03-12,2800,"A"
"USGS","02336000",2001-03-13,5170,"A"
"USGS","02336000",2001-03-14,2190,"A"
"USGS","02336000",2001-03-15,5530,"A"
"USGS","02336000",2001-03-16,3290,"A"
"USGS","02336000",2001-03-17,1780,"A"
"USGS","02336000",2001-03-18,1120,"A"
"USGS","02336000",2001-03-19,1120,"A"
"USGS","02336000",2001-03-20,3600,"A"
"USGS","02336000",2001-03-21,3040,"A"
